Name,Category,Sub-Category,Price,Competitor Price,Color,Size,Stock,CARE,Texture,Finish,Feel,Quality,Notes,Important Note,Images,Project Images,Product URL
POLISHED PEARL,Leather Remnants,Polished Pearl,$71.25,,METALLIC CREAM,"APPROX 19 SF (Table is 5 foot wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Polished Pearl is a stunning leather with a gorgeous metallic color. This is a mixed lot, meaning color will slightly vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this beautiful leather as a partial hide at true wholesale prices! Approx. weight: 2.6–3.0 oz/sq ft. Approx. thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_1_3_3_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/polished-pearl-leather-upholstery-7.html
POLISHED PEARL,Leather Remnants,Polished Pearl,$67.50,,METALLIC CREAM,"APPROX 18 SF (Table is 5 foot wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Polished Pearl is a stunning leather with a gorgeous metallic color. This is a mixed lot, meaning color will slightly vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this beautiful leather as a partial hide at true wholesale prices! Approx. weight: 2.6–3.0 oz/sq ft. Approx. thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_1_3_3_1_1_1.jpg,,https://www.leatherhidestore.com/polished-pearl-leather-upholstery-4.html
POLISHED PEARL,Leather Remnants,Polished Pearl,$78.75,,METALLIC CREAM,"APPROX 21 SF (Table is 5 foot wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Polished Pearl is a stunning leather with a gorgeous metallic color. This is a mixed lot, meaning color will slightly vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this beautiful leather as a partial hide at true wholesale prices! Approx. weight: 2.6–3.0 oz/sq ft. Approx. thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_1_3_3_1_1_1_1.jpg,,https://www.leatherhidestore.com/polished-pearl-leather-upholstery-5.html
COASTAL STORM,Leather Remnants,Coastal Storm,$93.75,,LIGHT GREY WITH SOFT UNDERTONES,"APPROX 25 SF (Table is 5 foot wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT WITH A LIGHT WAXY FEEL,PREMIUM FULL GRAIN,"Coastal Storm is a gorgeous light grey leather with soft, subtle undertones. This is a mixed lot, meaning color will slightly vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this premium full-grain leather as a partial hide at true wholesale prices! Approx. weight: 2.6–3.0 oz/sq ft. Approx. thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/0/00a1_1_1.jpg,,https://www.leatherhidestore.com/coastal-storm-mix-lot-3.html
POLISHED PEARL,Leather Remnants,Polished Pearl,$105.00,,METALLIC CREAM,"APPROX 28 SF (Table is 5 foot wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Polished Pearl is a stunning leather with a gorgeous metallic color. This is a mixed lot, meaning color will slightly vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this beautiful leather as a partial hide at true wholesale prices! Approx. weight: 2.6–3.0 oz/sq ft. Approx. thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_1_3_3_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/polished-pearl-leather-upholstery-9.html
POLISHED PEARL,Leather Remnants,Polished Pearl,$93.75,,METALLIC CREAM,"APPROX 25 SF (Table is 5 foot wide, Grid squares are 12 x 12)",STOCK ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Polished Pearl is a stunning leather with a gorgeous metallic color. This is a mixed lot, meaning color will slightly vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this beautiful leather as a partial hide at true wholesale prices! Approx. weight: 2.6–3.0 oz/sq ft. Approx. thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_1_3_3_1.jpg,,https://www.leatherhidestore.com/polished-pearl-leather-upholstery-2.html
POLISHED PEARL,Leather Remnants,Polished Pearl,$75.00,,METALLIC CREAM,"APPROX 20 SF (Table is 5 foot wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Polished Pearl is a stunning leather with a gorgeous metallic color. This is a mixed lot, meaning color will slightly vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this beautiful leather as a partial hide at true wholesale prices! Approx. weight: 2.6–3.0 oz/sq ft. Approx. thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_1_3_3_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/polished-pearl-leather-upholstery-6.html
POLISHED PEARL,Leather Remnants,Polished Pearl,$67.50,,METALLIC CREAM,"APPROX 18 SF (Table is 5 foot wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Polished Pearl is a stunning leather with a gorgeous metallic color. This is a mixed lot, meaning color will slightly vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this beautiful leather as a partial hide at true wholesale prices! Approx. weight: 2.6–3.0 oz/sq ft. Approx. thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_1_3_3_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/polished-pearl-leather-upholstery-15.html
MOUNTAIN TOP,Leather Remnants,Mountain Top,$67.50,,RICH DARK BROWN WITH SOFT BROWN UNDERTONES,"APPROX 18 SF (Table is 5 foot wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Mountain Top is a beautiful dark brown leather with light brown undertones. This is a mixed lot, meaning color will slightly vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this premium full-grain leather as a partial hide at true wholesale prices! Approx. weight: 2.6–3.0 oz/sq ft. Approx. thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/0/000a3_1_6_1.jpg,,https://www.leatherhidestore.com/mountain-top-mix-lot-2.html
POLISHED PEARL,Leather Remnants,Polished Pearl,$105.00,,METALLIC CREAM,"APPROX 28 SF (Table is 5 foot wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Polished Pearl is a stunning leather with a gorgeous metallic color. This is a mixed lot, meaning color will slightly vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this beautiful leather as a partial hide at true wholesale prices! Approx. weight: 2.6–3.0 oz/sq ft. Approx. thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_1_3_3_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/polished-pearl-leather-upholstery-11.html
MOUNTAIN TOP,Leather Remnants,Mountain Top,$63.75,,RICH DARK BROWN WITH SOFT BROWN UNDERTONES,"APPROX 17 SF (Table is 5 foot wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Mountain Top is a beautiful dark brown leather with light brown undertones. This is a mixed lot, meaning color will slightly vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this premium full-grain leather as a partial hide at true wholesale prices! Approx. weight: 2.6–3.0 oz/sq ft. Approx. thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/0/000a3_1_6_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/mountain-top-mix-lot-8.html
MOUNTAIN TOP,Leather Remnants,Mountain Top,$67.50,,RICH DARK BROWN WITH SOFT BROWN UNDERTONES,"APPROX 18 SF (Table is 5 foot wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Mountain Top is a beautiful dark brown leather with light brown undertones. This is a mixed lot, meaning color will slightly vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this premium full-grain leather as a partial hide at true wholesale prices! Approx. weight: 2.6–3.0 oz/sq ft. Approx. thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/0/000a3_1_6_1_1_1_1.jpg,,https://www.leatherhidestore.com/mountain-top-mix-lot-5.html
MOUNTAIN TOP,Leather Remnants,Mountain Top,$82.50,,RICH DARK BROWN WITH SOFT BROWN UNDERTONES,"APPROX 22 SF (Table is 5 foot wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Mountain Top is a beautiful dark brown leather with light brown undertones. This is a mixed lot, meaning color will slightly vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this premium full-grain leather as a partial hide at true wholesale prices! Approx. weight: 2.6–3.0 oz/sq ft. Approx. thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/0/000a3_1_6.jpg,,https://www.leatherhidestore.com/mountain-top-mix-lot-1.html
STORM CHASER,Leather Remnants,Storm Chaser Distress,$82.50,,GREY WITH LIGHT UNDERTONES,APPROX 22 SF *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Storm Chaser Distress is a beautiful soft grey leather with a unique distressed look. This is a mixed lot, meaning hides may have a slight color variation from hide to hide (common with premium aniline-dyed leather) or deep fold lines that could impact yield, making these partial hides perfect for smaller projects like handbags, baby moccasins, bookbinding, jewelry making, etc. Please review images carefully as the piece pictured is the piece you will receive. This gorgeous full-grain leather is available at great savings! Approx Weight 2.6-3.0 oz/sq ft. Approx Thickness 1.0-1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/s/t/storm2_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1.jpg,,https://www.leatherhidestore.com/storm-chaser-distress-mix-lot-leather-upholstery-24.html
POLISHED PEARL,Leather Remnants,Polished Pearl,$78.75,,METALLIC CREAM,"APPROX 21 SF (Table is 5 foot wide, Grid squares are 12 x 12)",STOCK ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Polished Pearl is a stunning leather with a gorgeous metallic color. This is a mixed lot, meaning color will slightly vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this beautiful leather as a partial hide at true wholesale prices! Approx. weight: 2.6–3.0 oz/sq ft. Approx. thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_1_3_3.jpg,,https://www.leatherhidestore.com/polished-pearl-leather-upholstery-1.html
STORM CHASER,Leather Remnants,Storm Chaser Distress,$67.50,,GREY WITH LIGHT UNDERTONES,APPROX 18 SF *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Storm Chaser Distress is a beautiful soft grey leather with a unique distressed look. This is a mixed lot, meaning hides may have a slight color variation from hide to hide (common with premium aniline-dyed leather) or deep fold lines that could impact yield, making these partial hides perfect for smaller projects like handbags, baby moccasins, bookbinding, jewelry making, etc. Please review images carefully as the piece pictured is the piece you will receive. This gorgeous full-grain leather is available at great savings! Approx Weight 2.6-3.0 oz/sq ft. Approx Thickness 1.0-1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/s/t/storm2_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/storm-chaser-distress-mix-lot-leather-upholstery-18.html
STORM CHASER,Leather Remnants,Storm Chaser Distress,$90.00,,GREY WITH LIGHT UNDERTONES,APPROX 24 SF *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Storm Chaser Distress is a beautiful soft grey leather with a unique distressed look. This is a mixed lot, meaning hides may have a slight color variation from hide to hide (common with premium aniline-dyed leather) or deep fold lines that could impact yield, making these partial hides perfect for smaller projects like handbags, baby moccasins, bookbinding, jewelry making, etc. Please review images carefully as the piece pictured is the piece you will receive. This gorgeous full-grain leather is available at great savings! Approx Weight 2.6-3.0 oz/sq ft. Approx Thickness 1.0-1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/s/t/storm2_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/storm-chaser-distress-mix-lot-leather-upholstery-17.html
STORM CHASER,Leather Remnants,Storm Chaser Distress,$86.25,,GREY WITH LIGHT UNDERTONES,APPROX 23 SF *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Storm Chaser Distress is a beautiful soft grey leather with a unique distressed look. This is a mixed lot, meaning hides may have a slight color variation from hide to hide (common with premium aniline-dyed leather) or deep fold lines that could impact yield, making these partial hides perfect for smaller projects like handbags, baby moccasins, bookbinding, jewelry making, etc. Please review images carefully as the piece pictured is the piece you will receive. This gorgeous full-grain leather is available at great savings! Approx Weight 2.6-3.0 oz/sq ft. Approx Thickness 1.0-1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/s/t/storm2_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/storm-chaser-distress-mix-lot-leather-upholstery-16.html
STORM CHASER,Leather Remnants,Storm Chaser Distress,$86.25,,GREY WITH LIGHT UNDERTONES,APPROX 23 SF *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Storm Chaser Distress is a beautiful soft grey leather with a unique distressed look. This is a mixed lot, meaning hides may have a slight color variation from hide to hide (common with premium aniline-dyed leather) or deep fold lines that could impact yield, making these partial hides perfect for smaller projects like handbags, baby moccasins, bookbinding, jewelry making, etc. Please review images carefully as the piece pictured is the piece you will receive. This gorgeous full-grain leather is available at great savings! Approx Weight 2.6-3.0 oz/sq ft. Approx Thickness 1.0-1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/s/t/storm2_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/storm-chaser-distress-mix-lot-leather-upholstery-26.html
POLISHED PEARL,Leather Remnants,Polished Pearl,$116.25,,METALLIC CREAM,"APPROX 31 SF (Table is 5 foot wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Polished Pearl is a stunning leather with a gorgeous metallic color. This is a mixed lot, meaning color will slightly vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this beautiful leather as a partial hide at true wholesale prices! Approx. weight: 2.6–3.0 oz/sq ft. Approx. thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_1_3_3_1_1.jpg,,https://www.leatherhidestore.com/polished-pearl-leather-upholstery-3.html
MOUNTAIN TOP,Leather Remnants,Mountain Top,$71.25,,RICH DARK BROWN WITH SOFT BROWN UNDERTONES,"APPROX 19 SF (Table is 5 foot wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Mountain Top is a beautiful dark brown leather with light brown undertones. This is a mixed lot, meaning color will slightly vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this premium full-grain leather as a partial hide at true wholesale prices! Approx. weight: 2.6–3.0 oz/sq ft. Approx. thickness: 1.0–1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/0/000a3_1_6_1_1.jpg,,https://www.leatherhidestore.com/mountain-top-mix-lot-3.html
STORM CHASER,Leather Remnants,Storm Chaser Distress,$90.00,,GREY WITH LIGHT UNDERTONES,APPROX 24 SF *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Storm Chaser Distress is a beautiful soft grey leather with a unique distressed look. This is a mixed lot, meaning hides may have a slight color variation from hide to hide (common with premium aniline-dyed leather) or deep fold lines that could impact yield, making these partial hides perfect for smaller projects like handbags, baby moccasins, bookbinding, jewelry making, etc. Please review images carefully as the piece pictured is the piece you will receive. This gorgeous full-grain leather is available at great savings! Approx Weight 2.6-3.0 oz/sq ft. Approx Thickness 1.0-1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/s/t/storm2_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/storm-chaser-distress-mix-lot-leather-upholstery-29.html
STORM CHASER,Leather Remnants,Storm Chaser Distress,$82.50,,GREY WITH LIGHT UNDERTONES,APPROX 22 SF *Photo table is 5 ft wide (Grid squares are 12 x 12),CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Storm Chaser Distress is a beautiful soft grey leather with a unique distressed look. This is a mixed lot, meaning hides may have a slight color variation from hide to hide (common with premium aniline-dyed leather) or deep fold lines that could impact yield, making these partial hides perfect for smaller projects like handbags, baby moccasins, bookbinding, jewelry making, etc. Please review images carefully as the piece pictured is the piece you will receive. This gorgeous full-grain leather is available at great savings! Approx Weight 2.6-3.0 oz/sq ft. Approx Thickness 1.0-1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/s/t/storm2_2_1_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/storm-chaser-distress-mix-lot-leather-upholstery-12.html
