Name,Category,Sub-Category,Price,Competitor Price,Color,Size,Stock,CARE,Texture,Finish,Feel,Quality,Notes,Important Note,Images,Project Images,Product URL
RESTORATION DISTRESS CYPRESS,Shop By Color,,$286.00,$416.00,DEEP MULTITONE SPRUCE GREEN WITH BLUE UNDERTONE,APPROX. 52 sq ft,STOCK ITEM,STANDARD,SMOOTH / NATURAL GRAIN DISTRESS,MEDIUM SHEEN,VERY SOFT WITH LIGHT WAXY FEEL,PREMIUM EUROPEAN FULL GRAIN,"Produced at one of Italy's finest tanneries, Restoration Distress is a stunning upholstery leather made on premium European hides! A true semi-aniline leather, Restoration Distress has a warm, multitone coloration with exceptional depth and character. As part of the tanning process Restoration Distress is infused with a blend of oil and light waxes and then lightly distressed in old, wooden tumbling drums to achieve a classic vintage look!  Restoration Italia Distress brings together true old-world craftsmanship with a super stylish leather that only gets better with time. Available exclusively from Leather Hide Store at true wholesale prices! Approx Weight 2.6 oz/sq ft. Approx Thickness 1.0-1.1 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/r/e/restoration_distress_aqua_c7_1_1.jpg,https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg,https://www.leatherhidestore.com/catalog/product/view/id/29326/s/ri-6-distress-cypress/
VEGAS GREEN,Shop By Color,,$240.00,$336.00,DARK FOREST GREEN,Approx 64 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Vegas Green is a very nice leather at a price anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen admired, lived on and most of all enjoyed. The price for this leather has been adjusted by an additional 15% discount to accommodate for the larger hump whole. The hide pictured above is not the exact piece of leather you will received but is a good representation of what you will receive. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/9/k979_vegas_green_c1_1_8.jpg,,https://www.leatherhidestore.com/k979-h-vegas-green.html
JUNGLE CAMOUFLAGE,Shop By Color,,$216.75,$344.25,TWO TONED DEEP FOREST GREEN,APPROX 51 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,SMOOTH GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Jungle Camouflage is the total package at a price anyone can afford. This is a soft, and very durable, premium full-grain leather. Tanned on European hides, and finished in Italy, it is suitable for a wide variety of purposes. Ideal for high traffic uses, this hide offers everything necessary to make a lasting impression, with a stylish two-tone color that will compliment any project. We are proud to offer this beautiful leather at an excellent price. Get yours while it lasts! Order a sample today before these hides are gone! Approx Weight  2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k1031_jungle_camouflage_c3_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32077/s/k1031-a-jungle-camouflage/
MARGARITA,Shop By Color,,$221.20,$294.00,LIME GREEN,Approx 56 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Margarita is buttery soft, with beautiful rich color. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen, admired, lived on, and most of all enjoyed. Order a sample today, before these hides are gone, so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k1014_margarita_c1_1_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/31487/s/k1014-b-margarita/
TEAL,Shop By Color,,$276.00,$405.00,RICH TEAL,APPROX. 60 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,"Teal combines rich color, supple soft feel and a premium top grain cowhide into a leather that exudes luxury. Teal is a slightly heavyweight upholstery hide that is extra plush. The grain is a natural mill pebble that has subtle variations across the hide as nature intended. While very soft, Teal is also wear resistant and appropriate for everyday use. An exceptional leather at an exceptional price! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/u/l/ul_14_teal_whole_c2.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/27009/s/teal-leather-hide/
GREEN BRIAR,Shop By Color,,$131.20,$192.25,RICH MEDIUM OLIVE,APPROX. 27 sq ft *This is a half hide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,"Green Briar combines rich color, supple soft feel and a premium top grain cowhide into a leather that exudes luxury. Green Briar is a slightly heavyweight upholstery hide that is extra plush. The grain is a natural mill pebble that has subtle variations across the hide as nature intended. While very soft, Green Briar is also wear-resistant and appropriate for everyday use. An exceptional leather at an exceptional price! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/p/o/portland_moss_1.jpg,,https://www.leatherhidestore.com/ul-35-a-green-briar.html
VEGAS GREEN,Shop By Color,,$217.50,$304.50,DARK FOREST GREEN,Approx 58 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Vegas Green is a very nice leather at a price anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen admired, lived on and most of all enjoyed. The price for this leather has been adjusted by an additional 15% discount to accommodate for the larger hump whole. The hide pictured above is not the exact piece of leather you will received but is a good representation of what you will receive. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/9/k979_vegas_green_c1_1_7.jpg,,https://www.leatherhidestore.com/k979-g-vegas-green.html
DARK PINE,Shop By Color,,$320.25,$488.00,RICH HUNTER GREEN,APPROX 61 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,SMOOTH GRAIN,MEDIUM-LOW SHEEN,BUTTERY SOFT,PREMIUM ITALIAN HIDES,,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/e/u/euro_smooth_junipter_c4.jpg,,https://www.leatherhidestore.com/eo-7%20juniper.html
,Shop By Color,,,,,,,,,,,,,,,,https://www.leatherhidestore.com/k979-d-vegas-green.html
RESTORATION ITALIA WILLOW,Shop By Color,,$269.50,$392.00,GORGEOUS WARM PISTACHIO,APPROX. 49 sq ft,STOCK ITEM,STANDARD,SMOOTH / NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT WITH LIGHT WAXY FEEL,PREMIUM EUROPEAN FULL GRAIN,"Produced at one of Italy's finest tanneries, Restoration Italia is a stunning upholstery leather made on premium European hides! A true semi-aniline leather, Restoration Italia has a warm, multitone coloration with exceptional depth and character. As part of the tanning process Restoration Italia is infused with a blend of oil and light waxes that helps the leather patina with routine use - creating that classic vintage look!  Restoration Italia brings together true old-world craftsmanship with a super stylish leather that only gets better with time. Available exclusively from Leather Hide Store at true wholesale prices! Approx Weight 2.6 oz/sq ft. Approx Thickness 1.0-1.1 mm. PLEASE NOTE: Restoration Italia Black will be more uniform in color as the multitoning is naturally less visible.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/r/e/restoration_italia_kelp_c8_2.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/29222/s/restoration-black-vintage-leather-hide-1/
,Shop By Color,,,,,,,,,,,,,,,,https://www.leatherhidestore.com/k979-a-vegas-green.html
RESTORATION DISTRESS CYPRESS,Shop By Color,,$166.50,$242.00,DEEP MULTITONE SPRUCE GREEN WITH BLUE UNDERTONE,APPROX. 29 sq ft *This is a Half Hide,STOCK ITEM,STANDARD,SMOOTH / NATURAL GRAIN DISTRESS,MEDIUM SHEEN,VERY SOFT WITH LIGHT WAXY FEEL,PREMIUM EUROPEAN FULL GRAIN,"Produced at one of Italy's finest tanneries, Restoration Distress is a stunning upholstery leather made on premium European hides! A true semi-aniline leather, Restoration Distress has a warm, multitone coloration with exceptional depth and character. As part of the tanning process Restoration Distress is infused with a blend of oil and light waxes and then lightly distressed in old, wooden tumbling drums to achieve a classic vintage look!  Restoration Italia Distress brings together true old-world craftsmanship with a super stylish leather that only gets better with time. Available exclusively from Leather Hide Store at true wholesale prices! Approx Weight 2.6 oz/sq ft. Approx Thickness 1.0-1.1 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/r/e/restoration_distress_aqua_c7_1_2.jpg,,https://www.leatherhidestore.com/ri-6-a-distress-cypress.html
VEGAS GREEN,Shop By Color,,$175.50,$232.05,DARK FOREST GREEN,Approx 52 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Vegas Green is a very nice leather at a price anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen admired, lived on and most of all enjoyed. The price for this leather has been adjusted by an additional 15% discount to accommodate for the larger hump whole. The hide pictured above is not the exact piece of leather you will received but is a good representation of what you will receive. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/9/k979_vegas_green_c1_1_6.jpg,,https://www.leatherhidestore.com/k979-f-vegas-green.html
VEGAS GREEN,Shop By Color,,$145.12,$203.17,DARK FOREST GREEN,Approx 43 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Vegas Green is a very nice leather at a price anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen admired, lived on and most of all enjoyed. This hide, in particular, due to the irregular shape has been discounted an additional 10% from the original price, it is depicted in the photographs above and is the exact piece of leather you will receive. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/9/k979_vegas_green_c1_1_11.jpg,,https://www.leatherhidestore.com/k979-k-vegas-green.html
DARK PINE,Shop By Color,,$175.00,$266.00,RICH HUNTER GREEN,APPROX 29 sq ft *This is a half hide,STOCK ITEM,STANDARD,SMOOTH GRAIN,MEDIUM-LOW SHEEN,BUTTERY SOFT,PREMIUM ITALIAN HIDES,"Finished in Italy, Euro Smooth is the new leader in style and performance. All the rage in Europe, these silky-smooth leathers present a fresh, distinctive color palette being widely used in handbags, home decor and luxury automobiles. Produced on top grain European hides with premium micro-pigments, the finish is rich, consistent and extremely durable. Add in the luxurious touch and Euro Smooth is certain to make any project an absolute showpiece! Order a sample today! Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0- 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/e/u/euro_smooth_junipter_c4_1.jpg,,https://www.leatherhidestore.com/eo-7-a%20juniper.html
,Shop By Color,,,,,,,,,,,,,,,,https://www.leatherhidestore.com/k794-mineral%20grey.html
TEAL,Shop By Color,,$117.40,$190.00,RICH TEAL,APPROX. 24 sq ft *This is a half hide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,"Teal combines rich color, supple soft feel and a premium top grain cowhide into a leather that exudes luxury. Teal is a slightly heavyweight upholstery hide that is extra plush. The grain is a natural mill pebble that has subtle variations across the hide as nature intended. While very soft, Teal is also wear resistant and appropriate for everyday use. An exceptional leather at an exceptional price! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/u/l/ul_14_teal_whole_c2_1.jpg,,https://www.leatherhidestore.com/teal-leather-hide.html
PISTACHO,Shop By Color,,$117.70,$188.25,PISTACHIO,APPROX. 27 sq ft *This is a half hide,STOCK ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT,FINE TOP GRAIN,"Gorgeous leather with a rich, exciting color! Pistachio has a light waxy feel that is very supple yet durable and resistant to wear and tear - an ""essential"" leather for everyday use. Great quality at an exceptional price! Approx Weight 2.6 oz/sq.ft. Approx Thickness: 1.0 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/s/w/sweet_pea_c7_1_1.jpg,,https://www.leatherhidestore.com/es-35-pistachio-leather-upholstery-hide-1.html
RESTORATION DISTRESS WILLOW,Shop By Color,,$128.00,$186.00,GORGEOUS WARM PISTACHIO,APPROX. 22 sq ft *This is a Half Hide,STOCK ITEM,STANDARD,SMOOTH / NATURAL GRAIN DISTRESS,MEDIUM SHEEN,VERY SOFT WITH LIGHT WAXY FEEL,PREMIUM EUROPEAN FULL GRAIN,"Produced at one of Italy's finest tanneries, Restoration Distress is a stunning upholstery leather made on premium European hides! A true semi-aniline leather, Restoration Distress has a warm, multitone coloration with exceptional depth and character. As part of the tanning process Restoration Distress is infused with a blend of oil and light waxes and then lightly distressed in old, wooden tumbling drums to achieve a classic vintage look!  Restoration Italia Distress brings together true old-world craftsmanship with a super stylish leather that only gets better with time. Available exclusively from Leather Hide Store at true wholesale prices! Approx Weight 2.6 oz/sq ft. Approx Thickness 1.0-1.1 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/e/kelp_distress_c13.jpg,,https://www.leatherhidestore.com/ri-22-a-distress-willow.html
,Shop By Color,,,,,,,,,,,,,,,,https://www.leatherhidestore.com/k522-stone-mason-grey.html
RESTORATION DISTRESS ORCHARD,Shop By Color,,$183.00,$178.00,MULTITONE APPLE GREEN,APPROX. 32 sq ft *This is a Half Hide,STOCK ITEM,STANDARD,SMOOTH / NATURAL GRAIN DISTRESS,MEDIUM SHEEN,VERY SOFT WITH LIGHT WAXY FEEL,PREMIUM EUROPEAN FULL GRAIN,"Produced at one of Italy's finest tanneries, Restoration Distress is a stunning upholstery leather made on premium European hides! A true semi-aniline leather, Restoration Distress has a warm, multitone coloration with exceptional depth and character. As part of the tanning process Restoration Distress is infused with a blend of oil and light waxes and then lightly distressed in old, wooden tumbling drums to achieve a classic vintage look!  Restoration Italia Distress brings together true old-world craftsmanship with a super stylish leather that only gets better with time. Available exclusively from Leather Hide Store at true wholesale prices! Approx Weight 2.6 oz/sq ft. Approx Thickness 1.0-1.1 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/g/r/green_apple_distress_c2.jpg,,https://www.leatherhidestore.com/ri-22-a-distress-orchard.html
THUNDERSTORM DISTRESS,Shop By Color,,$263.50,$418.50,PEWTER GREY,Approx 62 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,SOFT WITH A WAXY FEEL,FULL-GRAIN,This is a beautiful heavy-weight leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_55.jpg,,https://www.leatherhidestore.com/k1109-salted-caramel-distress-3.html
RESTORATION ITALIA ORCHARD,Shop By Color,,$264.00,$384.00,GORGEOUS APPLE GREEN,APPROX. 48 sq ft,STOCK ITEM,STANDARD,SMOOTH / NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT WITH LIGHT WAXY FEEL,PREMIUM EUROPEAN FULL GRAIN,"Produced at one of Italy's finest tanneries, Restoration Italia is a stunning upholstery leather made on premium European hides! A true semi-aniline leather, Restoration Italia has a warm, multitone coloration with exceptional depth and character. As part of the tanning process Restoration Italia is infused with a blend of oil and light waxes that helps the leather patina with routine use - creating that classic vintage look!  Restoration Italia brings together true old-world craftsmanship with a super stylish leather that only gets better with time. Available exclusively from Leather Hide Store at true wholesale prices! Approx Weight 2.6 oz/sq ft. Approx Thickness 1.0-1.1 mm. PLEASE NOTE: Restoration Italia Black will be more uniform in color as the multitoning is naturally less visible.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/g/r/green_apple_c12.edit.jpg,"https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg",https://www.leatherhidestore.com/ri-restoration-italia-orchard.html
HUNTER GREEN,Shop By Color,,$266.50,$373.75,HUNTER GREEN,APPROX. 65 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT,FINE TOP GRAIN,"Gorgeous leather with a rich, exciting color! Hunter Green has a light waxy feel that is very supple yet durable and resistant to wear and tear - an ""essential"" leather for everyday use. Great quality at an exceptional price! Approx Weight 2.6 oz/sq.ft. Approx Thickness: 1.0 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/h/u/hunter_green_c9_1.jpg,"https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg",https://www.leatherhidestore.com/hunter-green-leather-upholstery.html
JUNIPER,Shop By Color,,$278.25,$416.00,MEDIUM FOREST GREEN,APPROX 53 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,SMOOTH GRAIN,MEDIUM-LOW SHEEN,BUTTERY SOFT,PREMIUM ITALIAN HIDES,,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/l/i/lichen_c7.jpg,,https://www.leatherhidestore.com/eo-6%20lichen.html
SCOTTISH HIGHLANDS,Shop By Color,,$232.50,$325.50,SMOKEY GREY,Approx 62 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Scottish Highlands is a very nice leather at a price anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen admired, lived on and most of all enjoyed. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/9/k972_scottish_highlands_c3.jpg,,https://www.leatherhidestore.com/k972-scottish-highlands.html
MECHANICAL GREY,Shop By Color,,$198.75,$278.25,DARK GREY,APPROX 53 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Mechanical Grey is a very nice leather at an excellent price. This leather is tanned on European hides and finished in Italy, and can be used for a wide variety of purposes. Whether it's residential - from smaller crafts to furniture upholstery - to commercial, this leather is durable enough to stand up to the demands of an automotive, aircraft, or marine application. Order a sample today to experience it for yourself in your home, car, plane, or boat today! Approx Weight 2.6 - 3.0 oz / sq ft Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/8/k885_mechanical_grey_c3.jpg,,https://www.leatherhidestore.com/k885%20mechanical%20grey.html
GRAPHITE DUST,Shop By Color,,$192.50,$262.50,FLAT GREY,Approx 50 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Graphite Dust is a gorgeous leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_53.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32702/s/k1105-graphite-dust/
